model,score_val,pred_time_val,fit_time_marginal,fit_order
WeightedEnsemble,-0.4955882086785905,4.350128564419569,1.3349061290000463,7
RecursiveTabular,-0.5458050557901414,1.2550420761108398,77.00733184814453,2
DirectTabular,-0.595451528796847,3.0289711952209473,312.9709544181824,3
SeasonalNaive,-0.721080775803434,0.06363296508789062,3.531891345977783,1
AutoETS,-1.709450306514582,4.3923726081848145,9.698852300643921,5
TemporalFusionTransformer,-1.9383108558560183,0.6797420978546143,526.7361607551575,6
DynamicOptimizedTheta,-2.092848351793849,3.6045868396759033,13.592306137084961,4
